"","Submission Date","UF","Cidade","Dano","Violência","Tipificação","Vítima","Gênero da vítima 1","Gênero da vítima 2","Gênero da vítima 3","Escolaridade da vítima 3","Escolaridade da vítima 2","Escolaridade da vítima 1","Escolaridade do agressor 3","Escolaridade do agressor 2","Escolaridade do agressor 1","Data da denúncia","Orientação sexual da vítima 1","Orientação sexual da vítima 2","Orientação sexual da vítima 3","Idade da vítima 1","Idade da vítima 2","Idade da vítima 3","Raça/cor da vítima 1","Raça/cor da vítima 2","Raça/cor da vítima 3","Religião da vítima 1","Religião da vítima 2","Religião da vítima 3","Agressor 1","Gênero do agressor 1","Gênero do agressor 2","Gênero do agressor 3","Orientação sexual do agressor 1","Orientação sexual do agressor 2","Orientação sexual do agressor 3","Idade do agressor 1","Idade do agressor 2","Idade do agressor 3","Raça/cor do agressor 1","Raça/cor do agressor 2","Raça/cor do agressor 3","Religião do agressor 1","Religião do agressor 2","Religião do agressor 3","Encaminhamentos","Resumo","Observações"
"38","2022/03/10 11:40:00","Minas gerais","Bicas","Psicológico","Violência psicológica por motivação religiosa",NA,"Individual ou até 3 pessoas","Feminino","Feminino",NA,NA,NA,NA,NA,NA,NA,"2019/06/01",NA,NA,NA,23,43,NA,"Parda (negra)","Parda (negra)","Não informada",NA,NA,NA,"Individual ou até 3 pessoas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Não informada","Não informada","Não informada",NA,NA,NA,NA,NA,"REDS 2019-030061329-001"
"39","2022/03/10 11:40:00","Minas gerais","Betim","Psicológico","Violência psicológica por motivação religiosa",NA,"Individual ou até 3 pessoas","Feminino",NA,NA,NA,NA,NA,NA,NA,NA,"2019/07/01",NA,NA,NA,45,NA,NA,"Branca","Não informada","Não informada",NA,NA,NA,"Individual ou até 3 pessoas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Não informada","Não informada","Não informada",NA,NA,NA,NA,NA,"REDS 2019-032640580-001"
"40","2022/03/10 11:40:00","Minas gerais","Ipatinga","Psicológico","Violência psicológica por motivação religiosa",NA,"Individual ou até 3 pessoas","Feminino",NA,NA,NA,NA,NA,NA,NA,NA,"2019/07/01",NA,NA,NA,41,NA,NA,"Não informada","Não informada","Não informada",NA,NA,NA,"Individual ou até 3 pessoas","Masculino",NA,NA,NA,NA,NA,21,NA,NA,"Não informada","Não informada","Não informada",NA,NA,NA,NA,NA,"REDS 2019-032838780-001"
"41","2022/03/10 11:40:00","Minas gerais","Juiz De Fora","Psicológico","Violência psicológica por motivação religiosa",NA,"Individual ou até 3 pessoas","Feminino",NA,NA,NA,NA,NA,NA,NA,NA,"2019/07/01",NA,NA,NA,64,NA,NA,"Branca","Não informada","Não informada",NA,NA,NA,"Individual ou até 3 pessoas","Feminino",NA,NA,NA,NA,NA,79,NA,NA,"Branca","Não informada","Não informada",NA,NA,NA,NA,NA,"REDS 2019-034743606-001"
"42","2022/03/10 11:40:00","Minas gerais","Itapeva","Físico","Violência física por motivação religiosa",NA,"Individual ou até 3 pessoas","Feminino",NA,NA,NA,NA,NA,NA,NA,NA,"2019/08/01",NA,NA,NA,20,NA,NA,"Branca","Não informada","Não informada",NA,NA,NA,"Individual ou até 3 pessoas","Feminino",NA,NA,NA,NA,NA,18,NA,NA,"Branca","Não informada","Não informada",NA,NA,NA,NA,NA,"REDS 2019-036946572-001"
"43","2022/03/10 11:40:00","Minas gerais","Ribeirao Das Neves","Psicológico","Violência psicológica por motivação religiosa",NA,"Individual ou até 3 pessoas","Masculino",NA,NA,NA,NA,NA,NA,NA,NA,"2019/08/01",NA,NA,NA,43,NA,NA,"Branca","Não informada","Não informada",NA,NA,NA,"Individual ou até 3 pessoas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Não informada","Não informada","Não informada",NA,NA,NA,NA,NA,"REDS 2019-038150994-001"
"44","2022/03/10 11:40:00","Minas gerais","Joao Pinheiro","Psicológico","Violência psicológica por motivação religiosa",NA,"Individual ou até 3 pessoas","Feminino",NA,NA,NA,NA,NA,NA,NA,NA,"2019/08/01",NA,NA,NA,50,NA,NA,"Branca","Não informada","Não informada",NA,NA,NA,"Individual ou até 3 pessoas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Não informada","Não informada","Não informada",NA,NA,NA,NA,NA,"REDS 2019-038494244-001"
"45","2022/03/10 11:40:00","Minas gerais","Brasilia De Minas","Psicológico","Violência psicológica por motivação religiosa",NA,"Individual ou até 3 pessoas","Masculino",NA,NA,NA,NA,NA,NA,NA,NA,"2019/08/01",NA,NA,NA,60,NA,NA,"Parda (negra)","Não informada","Não informada",NA,NA,NA,"Individual ou até 3 pessoas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Não informada","Não informada","Não informada",NA,NA,NA,NA,NA,"REDS 2019-038651477-001"
"46","2022/03/10 11:40:00","Minas gerais","Conselheiro Lafaiete","Psicológico","Violência psicológica por motivação religiosa",NA,"Individual ou até 3 pessoas","Masculino",NA,NA,NA,NA,NA,NA,NA,NA,"2019/08/01",NA,NA,NA,23,NA,NA,"Parda (negra)","Não informada","Não informada",NA,NA,NA,"Individual ou até 3 pessoas","Masculino",NA,NA,NA,NA,NA,56,NA,NA,"Branca","Não informada","Não informada",NA,NA,NA,NA,NA,"REDS 2019-040362361-001"
"47","2022/03/10 11:40:00","Minas gerais","Sete Lagoas","Psicológico","Violência psicológica por motivação religiosa",NA,"Individual ou até 3 pessoas","Masculino",NA,NA,NA,NA,NA,NA,NA,NA,"2019/08/01",NA,NA,NA,40,NA,NA,"Parda (negra)","Não informada","Não informada",NA,NA,NA,"Individual ou até 3 pessoas","Masculino",NA,NA,NA,NA,NA,42,NA,NA,"Parda (negra)","Não informada","Não informada",NA,NA,NA,NA,NA,"REDS 2019-040654154-001"
"48","2022/03/10 11:40:00","Minas gerais","Ouro Preto","Psicológico","Violência psicológica por motivação religiosa",NA,"Individual ou até 3 pessoas","Feminino",NA,NA,NA,NA,NA,NA,NA,NA,"2019/08/01",NA,NA,NA,81,NA,NA,"Branca","Não informada","Não informada",NA,NA,NA,"Individual ou até 3 pessoas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Não informada","Não informada","Não informada",NA,NA,NA,NA,NA,"REDS 2019-041155505-001"
"49","2022/03/10 11:40:00","Minas gerais","Ouro Branco","Psicológico","Violência psicológica por motivação religiosa",NA,"Individual ou até 3 pessoas","Masculino",NA,NA,NA,NA,NA,NA,NA,NA,"2019/08/01",NA,NA,NA,23,NA,NA,"Parda (negra)","Não informada","Não informada",NA,NA,NA,"Individual ou até 3 pessoas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Não informada","Não informada","Não informada",NA,NA,NA,NA,NA,"REDS 2019-041507017-001"
"50","2022/03/10 11:40:00","Minas gerais","Carangola","Psicológico","Violência psicológica por motivação religiosa",NA,"Individual ou até 3 pessoas","Masculino",NA,NA,NA,NA,NA,NA,NA,NA,"2019/09/01",NA,NA,NA,49,NA,NA,"Preta (negra)","Não informada","Não informada",NA,NA,NA,"Individual ou até 3 pessoas","Masculino","Masculino",NA,NA,NA,NA,58,55,NA,"Não informada","Não informada","Não informada",NA,NA,NA,NA,NA,"REDS 2019-044427292-001"
"51","2022/03/10 11:40:00","Minas gerais","Uberlandia","Físico","Violência física por motivação religiosa",NA,"Individual ou até 3 pessoas","Masculino",NA,NA,NA,NA,NA,NA,NA,NA,"2019/09/01",NA,NA,NA,36,NA,NA,"Branca","Não informada","Não informada",NA,NA,NA,"Individual ou até 3 pessoas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Não informada","Não informada","Não informada",NA,NA,NA,NA,NA,"REDS 2019-045059261-001"
"52","2022/03/10 11:40:00","Minas gerais","Mariana","Psicológico","Violência psicológica por motivação religiosa",NA,"Individual ou até 3 pessoas","Masculino",NA,NA,NA,NA,NA,NA,NA,NA,"2019/09/01",NA,NA,NA,20,NA,NA,"Parda (negra)","Não informada","Não informada",NA,NA,NA,"Individual ou até 3 pessoas","Masculino",NA,NA,NA,NA,NA,27,NA,NA,"Branca","Não informada","Não informada",NA,NA,NA,NA,NA,"REDS 2019-045535280-001"
"53","2022/03/10 11:40:00","Minas gerais","Juiz De Fora","Psicológico","Violência psicológica por motivação religiosa",NA,"Individual ou até 3 pessoas","Feminino",NA,NA,NA,NA,NA,NA,NA,NA,"2019/10/01",NA,NA,NA,NA,NA,NA,"Parda (negra)","Não informada","Não informada",NA,NA,NA,"Individual ou até 3 pessoas","Masculino",NA,NA,NA,NA,NA,33,NA,NA,"Não informada","Não informada","Não informada",NA,NA,NA,NA,NA,"REDS 2019-048104285-001"
"54","2022/03/10 11:40:00","Minas gerais","Borda Da Mata","Físico","Violência física por motivação religiosa",NA,"Individual ou até 3 pessoas","Feminino",NA,NA,NA,NA,NA,NA,NA,NA,"2019/10/01",NA,NA,NA,87,NA,NA,"Branca","Não informada","Não informada",NA,NA,NA,"Individual ou até 3 pessoas","Feminino",NA,NA,NA,NA,NA,61,NA,NA,"Branca","Não informada","Não informada",NA,NA,NA,NA,NA,"REDS 2019-048692640-001"
