"","Submission Date","UF","Cidade","Dano","Violência","Tipificação","Vítima","Gênero da vítima 1","Gênero da vítima 2","Gênero da vítima 3","Escolaridade da vítima 3","Escolaridade da vítima 2","Escolaridade da vítima 1","Escolaridade do agressor 3","Escolaridade do agressor 2","Escolaridade do agressor 1","Data da denúncia","Orientação sexual da vítima 1","Orientação sexual da vítima 2","Orientação sexual da vítima 3","Idade da vítima 1","Idade da vítima 2","Idade da vítima 3","Raça/cor da vítima 1","Raça/cor da vítima 2","Raça/cor da vítima 3","Religião da vítima 1","Religião da vítima 2","Religião da vítima 3","Agressor 1","Gênero do agressor 1","Gênero do agressor 2","Gênero do agressor 3","Orientação sexual do agressor 1","Orientação sexual do agressor 2","Orientação sexual do agressor 3","Idade do agressor 1","Idade do agressor 2","Idade do agressor 3","Raça/cor do agressor 1","Raça/cor do agressor 2","Raça/cor do agressor 3","Religião do agressor 1","Religião do agressor 2","Religião do agressor 3","Encaminhamentos","Resumo","Observações"
"11","2022/03/17 15:44:00","Rio de Janeiro","Campos dos Goytacazes",NA,NA,"Preconceito de Raça ou de Cor","Individual ou até 3 pessoas","Feminino",NA,NA,NA,NA,"2º Grau completo",NA,NA,NA,"12/19/2019",NA,NA,NA,23,NA,NA,"Negra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43179891-2021 - Sem dados de agressor, apenas vítimas e casos"
"12","2022/03/17 15:44:00","Rio de Janeiro","Rio de Janeiro",NA,NA,"Injúria por preconceito","Individual ou até 3 pessoas","Feminino","Feminino",NA,NA,"2º Grau completo","2º Grau completo",NA,NA,NA,"01/04/2021",NA,NA,NA,23,39,NA,"Parda","Parda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63624961-2021 - Sem dados de agressor, apenas vítimas e casos"
"13","2022/03/17 15:44:00","Rio de Janeiro","Cantagalo",NA,NA,"Injúria por preconceito","Individual ou até 3 pessoas","Masculino",NA,NA,NA,NA,"1º Grau completo",NA,NA,NA,"12/24/2020",NA,NA,NA,33,NA,NA,"Negra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64900811-2021 - Sem dados de agressor, apenas vítimas e casos"
"14","2022/03/17 15:44:00","Rio de Janeiro","Rio de Janeiro",NA,NA,"Injúria por preconceito","Individual ou até 3 pessoas","Feminino",NA,NA,NA,NA,"2º Grau completo",NA,NA,NA,"01/04/2021",NA,NA,NA,46,NA,NA,"Parda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69723201-2021 - Sem dados de agressor, apenas vítimas e casos"
"15","2022/03/17 15:44:00","Rio de Janeiro","Angra dos Reis",NA,NA,"Injúria por preconceito","Individual ou até 3 pessoas","Feminino",NA,NA,NA,NA,"3º Grau incompleto",NA,NA,NA,"01/03/2021",NA,NA,NA,37,NA,NA,"Negra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85013871-2021 - Sem dados de agressor, apenas vítimas e casos"
"16","2022/03/17 15:44:00","Rio de Janeiro","Resende",NA,NA,"Injúria por preconceito","Individual ou até 3 pessoas","Masculino",NA,NA,NA,NA,"Sem informação",NA,NA,NA,"12/23/2020",NA,NA,NA,27,NA,NA,"Branca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88302491-2021 - Sem dados de agressor, apenas vítimas e casos"
"17","2022/03/17 15:44:00","Rio de Janeiro","Rio de Janeiro",NA,NA,"Injúria por preconceito","Individual ou até 3 pessoas","Feminino",NA,NA,NA,NA,"3º Grau completo",NA,NA,NA,"01/05/2021",NA,NA,NA,29,NA,NA,"Negra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10050441-2021 - Sem dados de agressor, apenas vítimas e casos"
"18","2022/03/17 15:44:00","Rio de Janeiro","Itaboraí",NA,NA,"Injúria por preconceito","Individual ou até 3 pessoas","Masculino",NA,NA,NA,NA,"2º Grau completo",NA,NA,NA,"01/02/2021",NA,NA,NA,48,NA,NA,"Negra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49860251-2021 - Sem dados de agressor, apenas vítimas e casos"
"19","2022/03/17 15:44:00","Rio de Janeiro","Rio das Ostras",NA,NA,"Preconceito de Raça ou de Cor","Individual ou até 3 pessoas","Sem Informação",NA,NA,NA,NA,"Sem informação",NA,NA,NA,"01/01/2021",NA,NA,NA,NA,NA,NA,"Sem Informação",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55074871-2021 - Sem dados de agressor, apenas vítimas e casos"
"20","2022/03/17 15:44:00","Rio de Janeiro","Niterói",NA,NA,"Injúria por preconceito","Individual ou até 3 pessoas","Masculino",NA,NA,NA,NA,"Sem informação",NA,NA,NA,"12/22/2020",NA,NA,NA,39,NA,NA,"Parda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55943481-2021 - Sem dados de agressor, apenas vítimas e casos"
"21","2022/03/17 15:44:00","Rio de Janeiro","Maricá",NA,NA,"Injúria por preconceito","Individual ou até 3 pessoas","Feminino",NA,NA,NA,NA,"3º Grau completo",NA,NA,NA,"11/01/2020",NA,NA,NA,61,NA,NA,"Parda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57731611-2021 - Sem dados de agressor, apenas vítimas e casos"
"22","2022/03/17 15:44:00","Rio de Janeiro","Rio de Janeiro",NA,NA,"Preconceito de Raça ou de Cor","Individual ou até 3 pessoas","Masculino","Masculino",NA,NA,"3º Grau completo","Ignorado",NA,NA,NA,"01/01/2021",NA,NA,NA,32,59,NA,"Parda","Branca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64994221-2021 - Sem dados de agressor, apenas vítimas e casos"
"23","2022/03/17 15:44:00","Rio de Janeiro","Belford Roxo",NA,NA,"Injúria por preconceito","Individual ou até 3 pessoas","Feminino",NA,NA,NA,NA,"1º Grau incompleto",NA,NA,NA,"01/06/2021",NA,NA,NA,18,NA,NA,"Parda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"02872291-2021 - Sem dados de agressor, apenas vítimas e casos"
"24","2022/03/17 15:44:00","Rio de Janeiro","Paty do Alferes",NA,NA,"Injúria por preconceito","Individual ou até 3 pessoas","Feminino",NA,NA,NA,NA,"2º Grau completo",NA,NA,NA,"11/11/2020",NA,NA,NA,31,NA,NA,"Branca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"08119631-2021 - Sem dados de agressor, apenas vítimas e casos"
"25","2022/03/17 15:44:00","Rio de Janeiro","Rio de Janeiro",NA,NA,"Injúria por preconceito","Individual ou até 3 pessoas","Masculino","Masculino",NA,NA,"2º Grau completo","Sem informação",NA,NA,NA,"01/06/2021",NA,NA,NA,45,45,NA,"Negra","Negra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"09939071-2021 - Sem dados de agressor, apenas vítimas e casos"
"26","2022/03/17 15:44:00","Rio de Janeiro","Piraí",NA,NA,"Injúria por preconceito","Individual ou até 3 pessoas","Feminino",NA,NA,NA,NA,"2º Grau completo",NA,NA,NA,"01/05/2021",NA,NA,NA,61,NA,NA,"Negra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26722351-2021 - Sem dados de agressor, apenas vítimas e casos"
"27","2022/03/17 15:44:00","Rio de Janeiro","Queimados",NA,NA,"Injúria por preconceito","Individual ou até 3 pessoas","Feminino",NA,NA,NA,NA,"2º Grau completo",NA,NA,NA,"12/22/2020",NA,NA,NA,28,NA,NA,"Negra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43416541-2021 - Sem dados de agressor, apenas vítimas e casos"
"28","2022/03/17 15:44:00","Rio de Janeiro","Rio de Janeiro",NA,NA,"Injúria por preconceito","Individual ou até 3 pessoas","Feminino",NA,NA,NA,NA,"3º Grau incompleto",NA,NA,NA,"12/14/2020",NA,NA,NA,25,NA,NA,"Branca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97217581-2021 - Sem dados de agressor, apenas vítimas e casos"
"29","2022/03/17 15:44:00","Rio de Janeiro","Saquarema",NA,NA,"Injúria por preconceito","Individual ou até 3 pessoas","Feminino",NA,NA,NA,NA,"2º Grau completo",NA,NA,NA,"01/05/2021",NA,NA,NA,46,NA,NA,"Parda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33329151-2021 - Sem dados de agressor, apenas vítimas e casos"
"30","2022/03/17 15:44:00","Rio de Janeiro","Rio de Janeiro",NA,NA,"Injúria por preconceito","Individual ou até 3 pessoas","Masculino",NA,NA,NA,NA,"1º Grau incompleto",NA,NA,NA,"01/07/2021",NA,NA,NA,69,NA,NA,"Negra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40329891-2021 - Sem dados de agressor, apenas vítimas e casos"
"31","2022/03/17 15:44:00","Rio de Janeiro","Nova Iguaçu",NA,NA,"Injúria por preconceito","Individual ou até 3 pessoas","Masculino",NA,NA,NA,NA,"2º Grau completo",NA,NA,NA,"01/05/2021",NA,NA,NA,25,NA,NA,"Negra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45667551-2021 - Sem dados de agressor, apenas vítimas e casos"
"32","2022/03/17 15:44:00","Rio de Janeiro","Rio de Janeiro",NA,NA,"Injúria por preconceito","Individual ou até 3 pessoas","Masculino",NA,NA,NA,NA,"2º Grau completo",NA,NA,NA,"01/06/2021",NA,NA,NA,21,NA,NA,"Negra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51395461-2021 - Sem dados de agressor, apenas vítimas e casos"
"33","2022/03/17 15:44:00","Rio de Janeiro","Rio de Janeiro",NA,NA,"Injúria por preconceito","Individual ou até 3 pessoas","Sem Informação",NA,NA,NA,NA,"Sem informação",NA,NA,NA,"01/07/2021",NA,NA,NA,NA,NA,NA,"Sem Informação",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64067571-2021 - Sem dados de agressor, apenas vítimas e casos"
"34","2022/03/17 15:44:00","Rio de Janeiro","Rio de Janeiro",NA,NA,"Injúria por preconceito","Individual ou até 3 pessoas","Feminino",NA,NA,NA,NA,"Sem informação",NA,NA,NA,"01/07/2021",NA,NA,NA,28,NA,NA,"Parda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"98928531-2021 - Sem dados de agressor, apenas vítimas e casos"
"35","2022/03/17 15:44:00","Rio de Janeiro","Itatiaia",NA,NA,"Injúria por preconceito","Individual ou até 3 pessoas","Feminino",NA,NA,NA,NA,"1º Grau completo",NA,NA,NA,"01/07/2021",NA,NA,NA,46,NA,NA,"Parda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19501631-2021 - Sem dados de agressor, apenas vítimas e casos"
"36","2022/03/17 15:44:00","Rio de Janeiro","Mesquita",NA,NA,"Injúria por preconceito","Individual ou até 3 pessoas","Feminino",NA,NA,NA,NA,"2º Grau completo",NA,NA,NA,"09/11/2020",NA,NA,NA,19,NA,NA,"Parda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26721811-2021 - Sem dados de agressor, apenas vítimas e casos"
"37","2022/03/17 15:44:00","Rio de Janeiro","Rio de Janeiro",NA,NA,"Injúria por preconceito","Individual ou até 3 pessoas","Feminino",NA,NA,NA,NA,"1º Grau incompleto",NA,NA,NA,"01/07/2021",NA,NA,NA,61,NA,NA,"Negra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77420741-2021 - Sem dados de agressor, apenas vítimas e casos"
"38","2022/03/17 15:44:00","Rio de Janeiro","Rio de Janeiro",NA,NA,"Injúria por preconceito","Individual ou até 3 pessoas","Masculino",NA,NA,NA,NA,"Ignorado",NA,NA,NA,"01/03/2021",NA,NA,NA,39,NA,NA,"Negra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80759291-2021 - Sem dados de agressor, apenas vítimas e casos"
"39","2022/03/17 15:44:00","Rio de Janeiro","Rio das Ostras",NA,NA,"Preconceito de Raça ou de Cor","Individual ou até 3 pessoas","Sem Informação",NA,NA,NA,NA,"Sem informação",NA,NA,NA,"01/01/2021",NA,NA,NA,NA,NA,NA,"Sem Informação",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83110991-2021 - Sem dados de agressor, apenas vítimas e casos"
"40","2022/03/17 15:44:00","Rio de Janeiro","Rio de Janeiro",NA,NA,"Injúria por preconceito","Individual ou até 3 pessoas","Feminino",NA,NA,NA,NA,"3º Grau completo",NA,NA,NA,"01/03/2021",NA,NA,NA,66,NA,NA,"Ignorado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84443521-2021 - Sem dados de agressor, apenas vítimas e casos"
"41","2022/03/17 15:44:00","Rio de Janeiro","Volta Redonda",NA,NA,"Injúria por preconceito","Individual ou até 3 pessoas","Feminino",NA,NA,NA,NA,"2º Grau completo",NA,NA,NA,"01/09/2021",NA,NA,NA,50,NA,NA,"Parda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10626541-2021 - Sem dados de agressor, apenas vítimas e casos"
"42","2022/03/17 15:44:00","Rio de Janeiro","Rio de Janeiro",NA,NA,"Injúria por preconceito","Individual ou até 3 pessoas","Feminino",NA,NA,NA,NA,"3º Grau completo",NA,NA,NA,"12/13/2000",NA,NA,NA,11,NA,NA,"Branca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68860721-2021 - Sem dados de agressor, apenas vítimas e casos"
"43","2022/03/17 15:44:00","Rio de Janeiro","Rio de Janeiro",NA,NA,"Injúria por preconceito","Individual ou até 3 pessoas","Masculino",NA,NA,NA,NA,"Sem informação",NA,NA,NA,"01/07/2021",NA,NA,NA,51,NA,NA,"Parda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"96139001-2021 - Sem dados de agressor, apenas vítimas e casos"
"44","2022/03/17 15:44:00","Rio de Janeiro","Nova Friburgo",NA,NA,"Preconceito de Raça ou de Cor","Individual ou até 3 pessoas","Sem Informação",NA,NA,NA,NA,"Sem informação",NA,NA,NA,"01/06/2021",NA,NA,NA,NA,NA,NA,"Sem Informação",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"03219271-2021 - Sem dados de agressor, apenas vítimas e casos"
"45","2022/03/17 15:44:00","Rio de Janeiro","Rio de Janeiro",NA,NA,"Injúria por preconceito","Individual ou até 3 pessoas","Feminino",NA,NA,NA,NA,"Sem informação",NA,NA,NA,"01/10/2021",NA,NA,NA,55,NA,NA,"Branca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"05963251-2021 - Sem dados de agressor, apenas vítimas e casos"
"46","2022/03/17 15:44:00","Rio de Janeiro","Rio de Janeiro",NA,NA,"Preconceito de Raça ou de Cor","Individual ou até 3 pessoas","Sem Informação",NA,NA,NA,NA,"Sem informação",NA,NA,NA,"11/06/2018",NA,NA,NA,NA,NA,NA,"Sem Informação",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14885221-2021 - Sem dados de agressor, apenas vítimas e casos"
"47","2022/03/17 15:44:00","Rio de Janeiro","Pinheiral",NA,NA,"Injúria por preconceito","Individual ou até 3 pessoas","Masculino",NA,NA,NA,NA,"1º Grau incompleto",NA,NA,NA,"01/10/2021",NA,NA,NA,28,NA,NA,"Negra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32506761-2021 - Sem dados de agressor, apenas vítimas e casos"
"48","2022/03/17 15:44:00","Rio de Janeiro","Rio de Janeiro",NA,NA,"Preconceito de Raça ou de Cor","Individual ou até 3 pessoas","Sem Informação",NA,NA,NA,NA,"Sem informação",NA,NA,NA,"08/12/2020",NA,NA,NA,NA,NA,NA,"Sem Informação",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78940951-2021 - Sem dados de agressor, apenas vítimas e casos"
"49","2022/03/17 15:44:00","Rio de Janeiro","Rio de Janeiro",NA,NA,"Preconceito de Raça ou de Cor","Individual ou até 3 pessoas","Sem Informação",NA,NA,NA,NA,"Sem informação",NA,NA,NA,"7/30/2020",NA,NA,NA,NA,NA,NA,"Sem Informação",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43793121-2021 - Sem dados de agressor, apenas vítimas e casos"
"50","2022/03/17 15:44:00","Rio de Janeiro","Rio de Janeiro",NA,NA,"Preconceito de Raça ou de Cor","Individual ou até 3 pessoas","Masculino",NA,NA,NA,NA,"2º Grau completo",NA,NA,NA,"01/12/2021",NA,NA,NA,27,NA,NA,"Negra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80811151-2021 - Sem dados de agressor, apenas vítimas e casos"
"51","2022/03/17 15:44:00","Rio de Janeiro","Duque de Caxias",NA,NA,"Preconceito de Raça ou de Cor","Individual ou até 3 pessoas","Sem Informação",NA,NA,NA,NA,"Sem informação",NA,NA,NA,"01/01/2021",NA,NA,NA,NA,NA,NA,"Sem Informação",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86680111-2021 - Sem dados de agressor, apenas vítimas e casos"
"52","2022/03/17 15:44:00","Rio de Janeiro","Niterói",NA,NA,"Preconceito de Raça ou de Cor","Individual ou até 3 pessoas","Masculino",NA,NA,NA,NA,"2º Grau incompleto",NA,NA,NA,"11/26/2020",NA,NA,NA,17,NA,NA,"Branca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24184871-2021 - Sem dados de agressor, apenas vítimas e casos"
"53","2022/03/17 15:44:00","Rio de Janeiro","Niterói",NA,NA,"Preconceito de Raça ou de Cor","Individual ou até 3 pessoas","Masculino",NA,NA,NA,NA,"Ignorado",NA,NA,NA,"11/26/2020",NA,NA,NA,56,NA,NA,"Branca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27592471-2021 - Sem dados de agressor, apenas vítimas e casos"
"54","2022/03/17 15:44:00","Rio de Janeiro","Rio de Janeiro",NA,NA,"Injúria por preconceito","Individual ou até 3 pessoas","Masculino",NA,NA,NA,NA,"Ignorado",NA,NA,NA,"01/10/2021",NA,NA,NA,22,NA,NA,"Branca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51519751-2021 - Sem dados de agressor, apenas vítimas e casos"
"55","2022/03/17 15:44:00","Rio de Janeiro","Rio das Ostras",NA,NA,"Injúria por preconceito","Individual ou até 3 pessoas","Feminino",NA,NA,NA,NA,"Ignorado",NA,NA,NA,"1/13/2021",NA,NA,NA,21,NA,NA,"Negra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58458731-2021 - Sem dados de agressor, apenas vítimas e casos"
