"","Submission Date","UF","Cidade","Dano","Violência","Tipificação","Vítima","Gênero da vítima 1","Gênero da vítima 2","Gênero da vítima 3","Escolaridade da vítima 3","Escolaridade da vítima 2","Escolaridade da vítima 1","Escolaridade do agressor 3","Escolaridade do agressor 2","Escolaridade do agressor 1","Data da denúncia","Orientação sexual da vítima 1","Orientação sexual da vítima 2","Orientação sexual da vítima 3","Idade da vítima 1","Idade da vítima 2","Idade da vítima 3","Raça/cor da vítima 1","Raça/cor da vítima 2","Raça/cor da vítima 3","Religião da vítima 1","Religião da vítima 2","Religião da vítima 3","Agressor 1","Gênero do agressor 1","Gênero do agressor 2","Gênero do agressor 3","Orientação sexual do agressor 1","Orientação sexual do agressor 2","Orientação sexual do agressor 3","Idade do agressor 1","Idade do agressor 2","Idade do agressor 3","Raça/cor do agressor 1","Raça/cor do agressor 2","Raça/cor do agressor 3","Religião do agressor 1","Religião do agressor 2","Religião do agressor 3","Encaminhamentos","Resumo","Observações"
"22","2022/03/10 14:48:59","Santa Catarina","Dionísio Cerqueira","Físico","Violência física por motivação religiosa",NA,"Individual ou até 3 pessoas","Feminino","Feminino",NA,NA,NA,NA,NA,NA,NA,2020-01-21,NA,NA,NA,"25","27",NA,"Branca","Branca","Não informada",NA,NA,NA,"Individual ou até 3 pessoas","Masculino",NA,NA,NA,NA,NA,"28",NA,NA,"Parda (negra)","Não informada","Não informada",NA,NA,NA,NA,NA,NA
"23","2022/03/10 14:48:59","Santa Catarina","Itajaí","Físico","Violência física por motivação religiosa",NA,"Individual ou até 3 pessoas","Feminino",NA,NA,NA,NA,NA,NA,NA,NA,2020-02-04,NA,NA,NA,"21",NA,NA,"Parda (negra)","Não informada","Não informada",NA,NA,NA,"Individual ou até 3 pessoas","Masculino",NA,NA,NA,NA,NA,"21",NA,NA,"Branca","Não informada","Não informada",NA,NA,NA,NA,NA,NA
"24","2022/03/10 14:48:59","Santa Catarina","Itapoá","Físico","Violência física por motivação religiosa",NA,"Individual ou até 3 pessoas","Masculino",NA,NA,NA,NA,NA,NA,NA,NA,2020-02-07,NA,NA,NA,"21",NA,NA,"Branca","Não informada","Não informada",NA,NA,NA,"Individual ou até 3 pessoas","Feminino",NA,NA,NA,NA,NA,"66",NA,NA,"Branca","Não informada","Não informada",NA,NA,NA,NA,NA,NA
"25","2022/03/10 14:48:59","Santa Catarina","Tubarão","Material","Violência institucional por motivação religiosa
Violência patrimonial por motivação religiosa",NA,"Individual ou até 3 pessoas","Feminino","Feminino",NA,NA,NA,NA,NA,NA,NA,2020-02-07,NA,NA,NA,"48","48",NA,"Branca","Branca","Não informada",NA,NA,NA,"Individual ou até 3 pessoas","Masculino","Masculino",NA,NA,NA,NA,"48","48",NA,"Branca","Branca","Não informada",NA,NA,NA,NA,NA,NA
"26","2022/03/10 14:48:59","Santa Catarina","Chapecó","Físico","Violência física por motivação religiosa",NA,"Individual ou até 3 pessoas","Feminino","Feminino",NA,NA,NA,NA,NA,NA,NA,2020-02-11,NA,NA,NA,"6","14",NA,"Branca","Branca","Não informada",NA,NA,NA,"Individual ou até 3 pessoas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Não informada","Não informada","Não informada",NA,NA,NA,NA,NA,NA
"27","2022/03/10 14:48:59","Santa Catarina","Irani","Físico","Violência física por motivação religiosa",NA,"Individual ou até 3 pessoas","Feminino",NA,NA,NA,NA,NA,NA,NA,NA,2020-02-18,NA,NA,NA,"18",NA,NA,"Branca","Não informada","Não informada",NA,NA,NA,"Individual ou até 3 pessoas","Masculino",NA,NA,NA,NA,NA,"22",NA,NA,"Parda (negra)","Não informada","Não informada",NA,NA,NA,NA,NA,NA
"28","2022/03/10 14:48:59","Santa Catarina","Rio Negrinho","Físico","Violência física por motivação religiosa",NA,"Individual ou até 3 pessoas","Feminino",NA,NA,NA,NA,NA,NA,NA,NA,2020-02-24,NA,NA,NA,"20",NA,NA,"Parda (negra)","Não informada","Não informada",NA,NA,NA,"Individual ou até 3 pessoas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Não informada","Não informada","Não informada",NA,NA,NA,NA,NA,NA
"29","2022/03/10 14:48:59","Santa Catarina","Itajaí","Físico","Violência física por motivação religiosa",NA,"Individual ou até 3 pessoas","Feminino","Feminino",NA,NA,NA,NA,NA,NA,NA,2020-02-29,NA,NA,NA,"16","21",NA,"Branca","Parda (negra)","Não informada",NA,NA,NA,"Individual ou até 3 pessoas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Não informada","Não informada","Não informada",NA,NA,NA,NA,NA,NA
"30","2022/03/10 14:48:59","Santa Catarina","Calmon","Psicológico","Violência psicológica por motivação religiosa",NA,"Individual ou até 3 pessoas","Feminino","Feminino",NA,NA,NA,NA,NA,NA,NA,2020-03-06,NA,NA,NA,"-","-",NA,"Não informada","Não informada","Não informada",NA,NA,NA,"Individual ou até 3 pessoas","Masculino","Masculino",NA,NA,NA,NA,"-","-",NA,"Não informada","Não informada","Não informada",NA,NA,NA,NA,NA,NA
"31","2022/03/10 14:48:59","Santa Catarina","São José","Psicológico","Violência psicológica por motivação religiosa",NA,"Grupo ou coletivo","Feminino","Feminino","Feminino",NA,NA,NA,NA,NA,NA,2020-03-28,NA,NA,NA,"27","47","47","Preta (negra)","Branca","Branca",NA,NA,NA,"Individual ou até 3 pessoas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Não informada","Não informada","Não informada",NA,NA,NA,NA,NA,NA
"32","2022/03/10 14:48:59","Santa Catarina","Criciúma","Físico","Violência física por motivação religiosa",NA,"Individual ou até 3 pessoas","Feminino",NA,NA,NA,NA,NA,NA,NA,NA,2020-05-08,NA,NA,NA,"61",NA,NA,"Branca","Não informada","Não informada",NA,NA,NA,"Individual ou até 3 pessoas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Não informada","Não informada","Não informada",NA,NA,NA,NA,NA,NA
"33","2022/03/10 14:48:59","Santa Catarina","Blumenau","Psicológico","Violência psicológica por motivação religiosa",NA,"Individual ou até 3 pessoas","Masculino","Masculino",NA,NA,NA,NA,NA,NA,NA,2020-06-14,NA,NA,NA,"48","48",NA,"Branca","Branca","Não informada",NA,NA,NA,"Individual ou até 3 pessoas","Feminino",NA,NA,NA,NA,NA,"42",NA,NA,"Branca","Não informada","Não informada",NA,NA,NA,NA,NA,NA
"34","2022/03/10 14:48:59","Santa Catarina","Itajaí","Psicológico","Violência psicológica por motivação religiosa",NA,"Grupo ou coletivo","Masculino","Masculino","Masculino",NA,NA,NA,NA,NA,NA,2020-06-16,NA,NA,NA,"25","25","25","Branca","Branca","Branca",NA,NA,NA,"Grupo ou coletivo","Masculino","Masculino","Masculino",NA,NA,NA,"-","-","-","Não informada","Não informada","Não informada",NA,NA,NA,NA,NA,NA
"35","2022/03/10 14:48:59","Santa Catarina","Palhoça","Físico","Violência física por motivação religiosa",NA,"Individual ou até 3 pessoas","Masculino",NA,NA,NA,NA,NA,NA,NA,NA,2020-07-08,NA,NA,NA,"28",NA,NA,"Branca","Não informada","Não informada",NA,NA,NA,"Individual ou até 3 pessoas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Não informada","Não informada","Não informada",NA,NA,NA,NA,NA,NA
"36","2022/03/10 14:48:59","Santa Catarina","Palhoça","Físico","Violência física por motivação religiosa",NA,"Individual ou até 3 pessoas","Feminino",NA,NA,NA,NA,NA,NA,NA,NA,2020-07-19,NA,NA,NA,"52",NA,NA,"Branca","Não informada","Não informada",NA,NA,NA,"Individual ou até 3 pessoas","Masculino",NA,NA,NA,NA,NA,"56",NA,NA,"Preta (negra)","Não informada","Não informada",NA,NA,NA,NA,NA,NA
"37","2022/03/10 14:48:59","Santa Catarina","Palhoça","Físico","Violência física por motivação religiosa",NA,"Individual ou até 3 pessoas","Feminino",NA,NA,NA,NA,NA,NA,NA,NA,2020-09-16,NA,NA,NA,"36",NA,NA,"Parda (negra)","Não informada","Não informada",NA,NA,NA,"Individual ou até 3 pessoas","Masculino",NA,NA,NA,NA,NA,"32",NA,NA,"Branca","Não informada","Não informada",NA,NA,NA,NA,NA,NA
"38","2022/03/10 14:48:59","Santa Catarina","São Bento Do Sul","Físico","Violência física por motivação religiosa",NA,"Grupo ou coletivo","Feminino","Masculino","Masculino",NA,NA,NA,NA,NA,NA,2020-10-09,NA,NA,NA,"38","23","43","Branca","Branca","Branca",NA,NA,NA,"Individual ou até 3 pessoas","Feminino","Masculino","Masculino",NA,NA,NA,"38","23","23","Branca","Branca","Branca",NA,NA,NA,NA,NA,NA
"39","2022/03/10 14:48:59","Santa Catarina","Indaial","Psicológico","Violência psicológica por motivação religiosa",NA,"Grupo ou coletivo","Feminino","Feminino","Feminino",NA,NA,NA,NA,NA,NA,2020-10-26,"Homossexual","Homossexual","Homossexual","26","26","26","Branca","Branca","Branca",NA,NA,NA,"Individual ou até 3 pessoas","Feminino","Feminino","Feminino","Homossexual",NA,NA,"26","34","34","Branca","Parda (negra)","Parda (negra)",NA,NA,NA,NA,NA,NA
"40","2022/03/10 14:48:59","Santa Catarina","São Miguel Do Oeste","Físico","Violência física por motivação religiosa",NA,"Individual ou até 3 pessoas","Masculino",NA,NA,NA,NA,NA,NA,NA,NA,2020-11-07,NA,NA,NA,"18",NA,NA,"Branca","Não informada","Não informada",NA,NA,NA,"Individual ou até 3 pessoas","Masculino",NA,NA,NA,NA,NA,"45",NA,NA,"Branca","Não informada","Não informada",NA,NA,NA,NA,NA,NA
"41","2022/03/10 14:48:59","Santa Catarina","Florianópolis","Material","Violência institucional por motivação religiosa
Violência patrimonial por motivação religiosa",NA,"Individual ou até 3 pessoas","Feminino","Feminino",NA,NA,NA,NA,NA,NA,NA,2020-11-22,NA,NA,NA,"28","28",NA,"Branca","Branca","Não informada",NA,NA,NA,"Individual ou até 3 pessoas","Masculino","Masculino",NA,NA,NA,NA,"32","32",NA,"Branca","Branca","Não informada",NA,NA,NA,NA,NA,NA
"42","2022/03/10 14:48:59","Santa Catarina","Itapoá","Psicológico","Violência psicológica por motivação religiosa",NA,"Individual ou até 3 pessoas","Feminino","Feminino",NA,NA,NA,NA,NA,NA,NA,2020-12-02,NA,NA,NA,"19","19",NA,"Branca","Branca","Não informada",NA,NA,NA,"Individual ou até 3 pessoas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Não informada","Não informada","Não informada",NA,NA,NA,NA,NA,NA
"43","2022/03/10 14:48:59","Santa Catarina","Caçador","Psicológico","Violência psicológica por motivação religiosa",NA,"Individual ou até 3 pessoas","Feminino","Feminino","Masculino",NA,NA,NA,NA,NA,NA,2021-01-19,NA,NA,NA,"37","37","27","Parda (negra)","Parda (negra)","Branca",NA,NA,NA,"Individual ou até 3 pessoas","Masculino","Masculino","Masculino",NA,NA,NA,"18","18","18","Branca","Branca","Branca",NA,NA,NA,NA,NA,NA
"44","2022/03/10 14:48:59","Santa Catarina","Balneário Camboriú","Físico","Violência física por motivação religiosa",NA,"Individual ou até 3 pessoas","Masculino","Masculino",NA,NA,NA,NA,NA,NA,NA,2021-02-20,NA,NA,NA,"55","55",NA,"Branca","Branca","Não informada",NA,NA,NA,"Individual ou até 3 pessoas","Feminino","Feminino",NA,NA,NA,NA,"59","59",NA,"Branca","Branca","Não informada",NA,NA,NA,NA,NA,NA
"45","2022/03/10 14:48:59","Santa Catarina","Içara","Físico","Violência física por motivação religiosa",NA,"Individual ou até 3 pessoas","Masculino",NA,NA,NA,NA,NA,NA,NA,NA,2021-03-14,NA,NA,NA,"26",NA,NA,"Branca","Não informada","Não informada",NA,NA,NA,"Individual ou até 3 pessoas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Não informada","Não informada","Não informada",NA,NA,NA,NA,NA,NA
"46","2022/03/10 14:48:59","Santa Catarina","Palma Sola","Psicológico","Violência psicológica por motivação religiosa",NA,"Individual ou até 3 pessoas","Feminino","Feminino",NA,NA,NA,NA,NA,NA,NA,2021-03-17,NA,NA,NA,"37","37",NA,"Preta (negra)","Preta (negra)","Não informada",NA,NA,NA,"Individual ou até 3 pessoas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Não informada","Não informada","Não informada",NA,NA,NA,NA,NA,NA
"47","2022/03/10 14:48:59","Santa Catarina","Navegantes","Físico","Violência física por motivação religiosa",NA,"Individual ou até 3 pessoas","Masculino",NA,NA,NA,NA,NA,NA,NA,NA,2021-03-20,NA,NA,NA,"27",NA,NA,"Parda (negra)","Não informada","Não informada",NA,NA,NA,"Individual ou até 3 pessoas","Feminino",NA,NA,NA,NA,NA,"26",NA,NA,"Branca","Não informada","Não informada",NA,NA,NA,NA,NA,NA
"48","2022/03/10 14:48:59","Santa Catarina","Sombrio","Físico","Violência física por motivação religiosa",NA,"Individual ou até 3 pessoas","Feminino",NA,NA,NA,NA,NA,NA,NA,NA,2021-04-29,NA,NA,NA,"39",NA,NA,"Branca","Não informada","Não informada",NA,NA,NA,"Individual ou até 3 pessoas","Masculino",NA,NA,NA,NA,NA,"41",NA,NA,"Branca","Não informada","Não informada",NA,NA,NA,NA,NA,NA
"49","2022/03/10 14:48:59","Santa Catarina","Capivari De Baixo","Físico","Violência física por motivação religiosa",NA,"Individual ou até 3 pessoas","Feminino",NA,NA,NA,NA,NA,NA,NA,NA,2021-05-03,NA,NA,NA,"35",NA,NA,"Branca","Não informada","Não informada",NA,NA,NA,"Individual ou até 3 pessoas","Masculino",NA,NA,NA,NA,NA,"29",NA,NA,"Branca","Não informada","Não informada",NA,NA,NA,NA,NA,NA
"50","2022/03/10 14:48:59","Santa Catarina","Florianópolis","Físico","Violência física por motivação religiosa",NA,"Individual ou até 3 pessoas","Masculino",NA,NA,NA,NA,NA,NA,NA,NA,2021-05-03,NA,NA,NA,"38",NA,NA,"Branca","Não informada","Não informada",NA,NA,NA,"Individual ou até 3 pessoas","Masculino","Masculino",NA,NA,NA,NA,"29","67",NA,"Não informada","Branca","Não informada",NA,NA,NA,NA,NA,NA
"51","2022/03/10 14:48:59","Santa Catarina","Chapecó","Físico","Violência física por motivação religiosa",NA,"Individual ou até 3 pessoas","Masculino",NA,NA,NA,NA,NA,NA,NA,NA,2021-06-13,NA,NA,NA,"67",NA,NA,"Branca","Não informada","Não informada",NA,NA,NA,"Individual ou até 3 pessoas","Feminino",NA,NA,NA,NA,NA,"64",NA,NA,"Branca","Não informada","Não informada",NA,NA,NA,NA,NA,NA
"52","2022/03/10 14:48:59","Santa Catarina","Ituporanga","Físico","Violência física por motivação religiosa",NA,"Individual ou até 3 pessoas","Masculino","Masculino",NA,NA,NA,NA,NA,NA,NA,2021-07-04,NA,NA,NA,"30","38",NA,"Parda (negra)","Parda (negra)","Não informada",NA,NA,NA,"Individual ou até 3 pessoas","Masculino","Masculino",NA,NA,NA,NA,"30","38",NA,"Parda (negra)","Parda (negra)","Não informada",NA,NA,NA,NA,NA,NA
"53","2022/03/10 14:48:59","Santa Catarina","São Bento Do Sul","Físico","Violência física por motivação religiosa",NA,"Individual ou até 3 pessoas","Masculino",NA,NA,NA,NA,NA,NA,NA,NA,2021-07-16,NA,NA,NA,"25",NA,NA,"Branca","Não informada","Não informada",NA,NA,NA,"Individual ou até 3 pessoas","Feminino",NA,NA,NA,NA,NA,"23",NA,NA,"Não informada","Não informada","Não informada",NA,NA,NA,NA,NA,NA
"54","2022/03/10 14:48:59","Santa Catarina","Itajaí","Físico","Violência física por motivação religiosa",NA,"Individual ou até 3 pessoas","Masculino",NA,NA,NA,NA,NA,NA,NA,NA,2021-09-01,NA,NA,NA,"22",NA,NA,"Preta (negra)","Não informada","Não informada",NA,NA,NA,"Individual ou até 3 pessoas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Não informada","Não informada","Não informada",NA,NA,NA,NA,NA,NA
"55","2022/03/10 14:48:59","Santa Catarina","Barra Velha","Físico","Violência física por motivação religiosa",NA,"Individual ou até 3 pessoas","Masculino",NA,NA,NA,NA,NA,NA,NA,NA,2021-09-02,NA,NA,NA,"83",NA,NA,"Branca","Não informada","Não informada",NA,NA,NA,"Individual ou até 3 pessoas","Feminino",NA,NA,NA,NA,NA,"58",NA,NA,"Branca","Não informada","Não informada",NA,NA,NA,NA,NA,NA
"56","2022/03/10 14:48:59","Santa Catarina","Itajaí","Físico","Violência física por motivação religiosa",NA,"Individual ou até 3 pessoas","Feminino",NA,NA,NA,NA,NA,NA,NA,NA,2021-09-17,NA,NA,NA,"24",NA,NA,"Branca","Não informada","Não informada",NA,NA,NA,"Individual ou até 3 pessoas","Masculino",NA,NA,NA,NA,NA,"51",NA,NA,"Branca","Não informada","Não informada",NA,NA,NA,NA,NA,NA
"57","2022/03/10 14:48:59","Santa Catarina","Palhoça","Físico","Violência física por motivação religiosa",NA,"Individual ou até 3 pessoas","Feminino",NA,NA,NA,NA,NA,NA,NA,NA,2021-09-26,NA,NA,NA,"20",NA,NA,"Branca","Não informada","Não informada",NA,NA,NA,"Individual ou até 3 pessoas","Masculino",NA,NA,NA,NA,NA,"22",NA,NA,"Amarela","Não informada","Não informada",NA,NA,NA,NA,NA,NA
